City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,rimouski,48.4488,-68.524,19.1,78,2,6.03,CA,1694724319
284,newman,37.3138,-121.0208,33.92,18,0,0.48,US,1694724359
285,bethanie,-26.4833,17.15,16.13,12,0,1.89,NA,1694724359
286,bahia de kino,28.8333,-111.9333,40.51,39,0,5.45,MX,1694724359
287,maintirano,-18.0667,44.0167,24.23,84,0,0.85,MG,1694724360
288,el calafate,-50.3408,-72.2768,1.82,87,100,0.37,AR,1694724360
289,bamna,23.0833,74.7667,22.94,97,100,3.5,IN,1694724360
290,vrangel',42.7297,133.0839,14.99,69,0,2.02,RU,1694724360
291,port lincoln,-34.7333,135.8667,11.05,91,2,3.35,AU,1694724361
292,malango,-2.9627,119.9001,17.64,92,33,0.84,ID,1694724361
293,beaufort west,-32.3567,22.583,12.46,39,46,2.41,ZA,1694724361
294,suomussalmi,64.8869,28.9078,5.66,94,46,2.05,FI,1694724362
295,naracoorte,-36.9579,140.7383,9.65,97,100,3.37,AU,1694724362
296,greencastle,39.6445,-86.8647,25.92,43,100,2.57,US,1694724362
297,lerwick,60.1545,-1.1494,13.0,82,15,14.73,GB,1694724363
298,tazovsky,67.4667,78.7,10.05,94,100,5.21,RU,1694724363
299,ar ruways,24.1103,52.7306,31.43,81,0,3.34,AE,1694724242
300,sittwe,20.15,92.9,26.34,87,97,3.18,MM,1694724363
301,arraial do cabo,-22.9661,-42.0278,23.92,83,75,5.14,BR,1694724172
302,ulsteinvik,62.3432,5.8487,11.71,84,96,4.02,NO,1694724364
303,las khorey,11.1595,48.1967,31.46,69,11,0.87,SO,1694724364
304,zakynthos,37.7914,20.8953,23.13,72,55,2.24,GR,1694724364
305,estacion santa engracia,24.0159,-99.2015,37.06,21,0,6.0,MX,1694724364
306,rikaze,29.25,88.8833,12.64,55,33,1.72,CN,1694724365
307,araucaria,-25.5931,-49.4103,18.29,56,40,1.13,BR,1694724365
308,eisfeld,50.4167,10.9167,13.27,85,3,2.03,DE,1694724365
309,selfoss,63.9331,-20.9971,7.8,85,19,3.23,IS,1694724366
310,conception bay south,47.4999,-52.9981,17.25,96,96,4.02,CA,1694724366
311,port mathurin,-19.6833,63.4167,23.04,71,99,6.45,MU,1694724366
312,tiassale,5.8983,-4.8283,22.82,98,63,1.5,CI,1694724366
313,yemva,62.59,50.8594,11.39,86,65,2.72,RU,1694724367
314,petropavlovsk-kamchatsky,53.0452,158.6483,10.33,66,0,3.0,RU,1694724367
315,auki,-8.7676,160.7034,25.4,85,79,2.91,SB,1694724367
316,dongola,19.1667,30.4833,32.74,20,4,6.37,SD,1694724367
317,fort mcmurray,56.7268,-111.381,18.77,52,0,5.14,CA,1694724106
318,papao,-17.75,-149.55,22.82,89,100,9.89,PF,1694724368
319,galliano,29.4422,-90.2992,34.0,43,40,4.12,US,1694724224
320,cruzeiro do sul,-29.5128,-51.9853,13.06,83,26,1.83,BR,1694724366
321,nizhnekamsk,55.6366,51.8245,16.44,51,0,2.0,RU,1694724368
322,kharod,21.75,82.5667,23.82,98,100,2.08,IN,1694724369
323,raduzhny,62.0961,77.475,14.47,68,9,2.33,RU,1694724369
324,cromer,52.9312,1.2989,17.26,100,100,1.34,GB,1694724369
325,iquique,-20.2208,-70.1431,19.02,71,30,2.23,CL,1694724369
326,pachino,36.7186,15.0907,24.19,70,78,4.51,IT,1694724370
327,san diego,32.7153,-117.1573,29.13,64,20,5.14,US,1694724010
328,ginir,7.1333,40.7,17.24,65,94,2.57,ET,1694724370
329,hamilton,39.1834,-84.5333,26.16,47,75,4.12,US,1694724134
330,pisco,-13.7,-76.2167,20.03,73,20,9.26,PE,1694724371
331,codrington,-38.2667,141.9667,10.18,95,80,4.15,AU,1694724371
332,xinmin,41.9908,122.8253,15.79,87,0,4.29,CN,1694724371
333,prince rupert,54.3161,-130.3201,15.05,65,100,9.77,CA,1694724128
334,faya-largeau,17.9257,19.1043,35.34,20,3,5.32,TD,1694724371
335,pruzhany,52.5567,24.4644,12.33,92,6,3.29,BY,1694724372
336,callao,-12.0667,-77.15,20.95,72,100,3.09,PE,1694724372
337,majuro,7.0897,171.3803,28.98,83,100,3.6,MH,1694724372
338,santa elena de uairen,4.6167,-61.1333,28.23,41,53,3.47,VE,1694724372
339,antalaha,-14.9003,50.2788,20.73,91,50,3.15,MG,1694724373
340,ha'il,27.5219,41.6907,32.01,17,0,2.06,SA,1694724373
341,balaipungut,1.05,101.2833,23.79,89,41,1.24,ID,1694724373
342,hami,42.8,93.45,18.78,29,6,4.96,CN,1694724373
343,tralee,52.2704,-9.7026,11.83,96,100,2.43,IE,1694724373
344,la'ie,21.6477,-157.9253,28.98,82,50,4.02,US,1694724374
345,burao,9.5221,45.5336,26.3,49,38,5.09,SO,1694724374
346,guerrero negro,27.9769,-114.0611,24.48,59,0,7.64,MX,1694724374
347,kasongo-lunda,-6.4667,16.8167,25.37,61,17,0.26,CD,1694724374
348,levuka,50.1834,-105.4011,19.9,30,20,11.83,CA,1694724375
349,midvagur,62.0511,-7.1939,9.46,81,100,13.38,FO,1694724375
350,kapuskasing,49.4169,-82.4331,19.0,42,20,7.72,CA,1694724302
351,queenstown,-31.8976,26.8753,12.02,30,79,2.19,ZA,1694724271
352,touros,-5.1989,-35.4608,25.48,78,5,6.66,BR,1694724375
353,helena valley southeast,46.6153,-111.9216,25.73,36,20,1.79,US,1694724376
354,alaghsas,17.0187,8.0168,36.2,24,82,2.32,NE,1694724376
355,puerto aysen,-45.4,-72.7,9.02,100,100,0.0,CL,1694724376
356,piti village,13.4626,144.6933,27.39,92,29,5.07,GU,1694724376
357,logten,56.2746,10.3118,13.41,84,75,1.54,DK,1694724377
358,sinabang,2.4803,96.3801,27.15,81,100,2.67,ID,1694724377
359,san julian,21.0167,-102.1667,27.29,23,3,1.98,MX,1694724377
360,owando,-0.4819,15.8999,23.05,96,91,0.94,CG,1694724378
361,kharan,28.5833,65.4167,28.11,12,1,2.61,PK,1694724249
362,owen sound,44.5672,-80.9435,19.98,56,0,3.13,CA,1694724378
363,vadso,70.0744,29.7487,4.49,87,20,2.57,NO,1694724378
364,bontang,0.1333,117.5,24.68,92,99,2.45,ID,1694724378
365,tadine,-21.55,167.8833,18.76,92,100,12.77,NC,1694724379
366,fada,9.5667,8.3,20.03,97,100,1.93,NG,1694724379
367,antofagasta,-23.65,-70.4,16.6,69,10,3.13,CL,1694724379
368,saint-pierre,-21.3393,55.4781,19.82,60,0,2.06,RE,1694724379
369,inari,68.906,27.0288,1.11,88,44,0.28,FI,1694724380
370,takum,7.2667,9.9833,23.71,93,100,1.22,NG,1694724380
371,shache,38.4167,77.2406,24.84,22,0,2.44,CN,1694724380
372,hasaki,35.7333,140.8333,25.16,90,22,2.14,JP,1694724380
373,north platte,41.1239,-100.7654,24.65,52,40,3.58,US,1694724381
374,ola,59.5833,151.2833,7.68,80,14,2.12,RU,1694724381
375,burang,30.25,81.1667,9.52,86,76,1.88,CN,1694724381
376,bainbridge,47.6262,-122.5212,26.75,60,0,3.6,US,1694724381
377,mournies,35.4764,24.0092,27.68,88,20,3.09,GR,1694724381
378,orange,33.7,-117.7675,30.13,57,20,4.12,US,1694724346
379,mermoz boabab,14.7065,-17.4758,28.31,79,97,4.59,SN,1694724382
380,thunder bay,48.4001,-89.3168,17.99,55,75,4.63,CA,1694724381
381,rondonopolis,-16.4708,-54.6356,25.62,57,92,2.08,BR,1694724383
382,lone grove,34.1754,-97.2628,24.58,73,100,2.57,US,1694724383
383,aoulef,26.9667,1.0833,35.28,10,1,5.86,DZ,1694724383
384,opuwo,-18.0607,13.84,22.49,18,0,2.45,NA,1694724384
385,mingguang,32.7802,117.9638,19.76,88,77,2.56,CN,1694724384
386,medicine hat,50.0501,-110.6683,22.62,27,20,6.17,CA,1694724328
387,grand island,40.925,-98.342,26.27,46,40,3.6,US,1694724384
388,sarupathar,26.1984,93.8094,24.64,96,73,1.47,IN,1694724384
389,lesnikovo,55.2822,65.3175,15.99,68,77,0.83,RU,1694724385
390,santa rita,-7.1139,-34.9781,26.37,78,75,6.69,BR,1694724385
391,san luis de la loma,17.2706,-100.8939,31.13,72,100,3.36,MX,1694724385
392,okhotsk,59.3833,143.3,6.1,72,11,3.9,RU,1694724385
393,hadibu,12.65,54.0333,26.29,81,31,8.27,YE,1694724385
394,kota bharu,6.1333,102.2386,24.99,94,20,1.03,MY,1694724386
395,ayaviri,-14.8864,-70.5889,17.98,16,39,4.92,PE,1694724386
396,road town,18.4167,-64.6167,32.02,66,20,3.6,VG,1694724330
397,mata-utu,-13.2816,-176.1745,27.49,77,6,8.68,WF,1694724386
398,coahuayana de hidalgo,18.7,-103.6583,32.28,68,49,3.3,MX,1694724387
399,hotan,37.0997,79.9269,22.55,19,0,0.68,CN,1694724387
400,nago,26.5881,127.9761,27.24,85,13,2.07,JP,1694724387
401,nantong,32.0303,120.8747,22.21,95,100,2.06,CN,1694724387
402,taguatinga,-12.3857,-46.5711,34.41,17,38,1.24,BR,1694724175
403,arteche,12.2645,125.4048,25.37,89,59,2.24,PH,1694724388
404,kalyazin,57.2403,37.8433,12.2,72,28,2.99,RU,1694724388
405,ulladulla,-35.35,150.4667,16.82,52,98,2.74,AU,1694724388
406,iskateley,67.6803,53.1512,6.42,92,100,6.37,RU,1694724388
407,san fernando,15.0286,120.6898,25.85,92,100,0.67,PH,1694724388
408,tahe,52.3333,124.7333,5.42,94,39,1.56,CN,1694724389
409,akjoujt,19.6969,-14.4164,38.02,19,7,7.71,MR,1694724389
410,singaraja,-8.112,115.0882,24.25,78,13,2.35,ID,1694724389
411,abrego,8.0807,-73.2205,24.39,72,100,1.99,CO,1694724389
412,rock springs,41.5875,-109.2029,18.69,42,75,5.66,US,1694724390
413,keflavik,64.0049,-22.5624,9.95,87,0,4.12,IS,1694724390
414,yaren,-0.5472,166.916,27.74,77,59,0.79,NR,1694724390
415,ierapetra,35.01,25.7353,25.64,36,10,3.58,GR,1694724390
416,turaif,31.6725,38.6637,26.14,24,0,4.12,SA,1694724390
417,prainha,-1.8,-53.48,34.7,32,13,2.05,BR,1694724391
418,letlhakane,-21.4167,25.5833,19.32,41,0,1.47,BW,1694724391
419,mount pearl,47.5166,-52.7813,16.92,96,100,4.63,CA,1694724391
420,mersa matruh,31.3525,27.2453,25.11,69,0,4.12,EG,1694724392
421,rongelap,11.1635,166.8941,28.6,77,91,5.68,MH,1694724392
422,ko pha ngan,9.7578,100.0291,24.46,78,100,8.23,TH,1694724392
423,rio grande city,26.3798,-98.8203,40.49,24,3,4.86,US,1694724274
424,tianpeng,30.9866,103.9393,23.45,79,100,1.34,CN,1694724392
425,bakanas,44.8081,76.2772,15.97,50,100,3.69,KZ,1694724393
426,bumba,2.1833,22.4667,22.11,93,100,1.41,CD,1694724393
427,oranjemund,-28.55,16.4333,12.53,80,1,2.25,NA,1694724393
428,segezha,63.7415,34.3222,8.76,90,100,4.34,RU,1694724393
429,chimoio,-19.1164,33.4833,16.92,88,20,1.01,MZ,1694724393
430,msanga,-6.05,36.0333,20.01,54,3,2.39,TZ,1694724394
431,port douglas,-16.4833,145.4667,22.32,64,54,8.56,AU,1694724115
432,port alberni,49.2413,-124.8028,24.4,54,8,1.34,CA,1694724394
433,pires do rio,-17.2997,-48.2794,27.61,42,69,3.75,BR,1694724394
434,constitucion,-35.3333,-72.4167,14.97,85,74,2.92,CL,1694724395
435,norrtalje,59.758,18.705,6.1,88,28,0.88,SE,1694724395
436,kirchberg in tirol,47.3907,12.3072,14.14,89,70,1.07,AT,1694724395
437,shushenskoye,53.325,91.9356,9.48,80,100,1.93,RU,1694724395
438,villa gesell,-37.2639,-56.973,15.03,62,100,6.24,AR,1694724395
439,port saint john's,-31.6229,29.5448,18.18,79,100,1.59,ZA,1694724396
440,carnarvon,-24.8667,113.6333,17.39,80,0,5.56,AU,1694724396
441,jeremie,18.65,-74.1167,29.13,76,87,1.23,HT,1694724396
442,howard springs,-12.497,131.047,22.95,78,50,2.61,AU,1694724396
443,cabo san lucas,22.8909,-109.9124,35.9,66,0,3.09,MX,1694723728
444,suntar,62.1444,117.6319,5.04,93,100,3.45,RU,1694724397
445,lautoka,-17.6167,177.4667,24.92,78,20,4.63,FJ,1694724397
446,huaidian,33.4333,115.0333,19.43,87,8,1.69,CN,1694724397
447,areal,-22.2306,-43.1056,20.23,91,84,2.05,BR,1694724397
448,tailai,46.3833,123.4,14.9,91,44,1.28,CN,1694724398
449,santiago de cao,-7.9589,-79.2392,21.07,78,12,6.17,PE,1694724398
450,pangody,65.85,74.4859,11.68,83,62,3.09,RU,1694724398
451,hithadhoo,-0.6,73.0833,28.03,77,71,6.88,MV,1694724398
452,coquimbo,-29.9533,-71.3436,19.85,55,0,7.72,CL,1694724196
453,manicore,-5.8092,-61.3003,35.97,44,0,2.06,BR,1694724399
454,argo,37.6333,22.7333,24.12,49,70,0.79,GR,1694724399
455,ventspils,57.3894,21.5606,14.96,67,75,3.09,LV,1694724399
456,vila franca do campo,37.7167,-25.4333,23.82,99,100,2.47,PT,1694724399
457,lucapa,-8.4192,20.7447,21.78,71,7,1.24,AO,1694724399
458,kourou,5.1552,-52.6478,31.03,78,1,4.38,GF,1694724400
459,hammerfest,70.6634,23.6821,6.25,81,40,3.09,NO,1694724400
460,castillos,-34.1667,-53.8333,10.48,73,72,1.85,UY,1694724400
461,hanover,52.3705,9.7332,12.99,92,0,1.03,DE,1694724248
462,kabinda,-6.1333,24.4833,23.58,67,44,1.66,CD,1694724400
463,kuala belait,4.5833,114.1833,25.09,88,100,1.89,BN,1694724401
464,emerald,-23.5333,148.1667,15.05,73,0,2.91,AU,1694724401
465,mednogorsk,51.4128,57.595,12.46,72,17,1.0,RU,1694724401
466,linxia chengguanzhen,35.6003,103.2064,12.98,68,2,1.28,CN,1694724401
467,villa ojo de agua,-29.5,-63.6938,21.85,19,0,7.05,AR,1694724402
468,tura,25.5198,90.2201,24.03,91,96,2.38,IN,1694724402
469,manokwari,-0.8667,134.0833,25.55,84,100,2.95,ID,1694724402
470,dodge city,37.7528,-100.0171,21.24,77,100,5.14,US,1694724402
471,faaa,-17.55,-149.6,22.98,83,75,2.57,PF,1694724402
472,brisas de zicatela,15.8369,-97.0419,32.29,48,75,6.17,MX,1694724403
473,parun,35.4207,70.9221,13.36,60,0,2.39,AF,1694724403
474,lisala,2.15,21.5167,21.17,87,100,0.55,CD,1694724403
475,marsannay-la-cote,47.271,4.989,17.71,77,0,2.06,FR,1694724403
476,kangding,30.0513,101.9603,10.91,83,29,1.75,CN,1694724403
477,puerto leguizamo,-0.1934,-74.7819,30.07,62,98,1.1,CO,1694724404
478,flin flon,54.7682,-101.865,17.91,55,75,3.6,CA,1694724404
479,kerrville,30.0474,-99.1403,35.3,46,75,4.63,US,1694724404
480,shalqar,47.8333,59.6,17.56,47,93,0.85,KZ,1694724404
481,paradip garh,20.3167,86.6167,27.25,87,100,5.55,IN,1694724405
482,inarajan village,13.2736,144.7484,27.44,95,45,5.72,GU,1694724405
483,byakabanda,-0.7425,31.4064,21.07,61,85,0.55,UG,1694724405
484,la mira,18.035,-102.3266,30.3,75,93,2.88,MX,1694724405
485,rio grande,-32.035,-52.0986,16.06,75,9,3.31,BR,1694724405
486,shevchenko,48.5,35.0,18.35,41,11,3.17,UA,1694724290
487,lebu,-37.6167,-73.65,12.58,98,100,4.26,CL,1694724406
488,radeberg,51.1167,13.9167,13.23,56,0,0.51,DE,1694724406
489,kavaratti,10.5669,72.642,27.51,79,100,6.13,IN,1694724406
490,sandersville,32.9815,-82.8101,26.69,57,69,2.74,US,1694724406
491,machico,32.7,-16.7667,23.73,80,40,3.6,PT,1694724407
492,taoudenni,22.6783,-3.9836,39.09,11,6,4.12,ML,1694724407
493,chaksu,26.6,75.95,27.51,78,47,0.57,IN,1694724407
494,naze,28.3667,129.4833,26.51,86,44,4.08,JP,1694724407
495,ashgabat,37.95,58.3833,20.92,32,40,2.06,TM,1694724221
496,kagoro,9.6,8.3833,19.87,97,100,1.02,NG,1694724408
497,fountainhead-orchard hills,39.6864,-77.719,26.31,39,0,4.63,US,1694724408
498,mahanoro,-19.9,48.8,20.6,85,36,1.67,MG,1694724408
499,ak'ordat,15.5486,37.8867,30.92,46,56,2.1,ER,1694724408
500,mossel bay,-34.1831,22.146,13.97,74,85,2.68,ZA,1694724409
501,sarina,-21.4333,149.2167,19.04,1,8,4.16,AU,1694724409
502,nieuw amsterdam,5.8833,-55.0833,35.09,52,20,4.12,SR,1694724409
503,meadow lakes,61.6247,-149.6011,9.36,91,100,0.89,US,1694724409
504,dunedin,-45.8742,170.5036,6.53,80,83,10.42,NZ,1694724396
505,mana,5.6592,-53.7767,27.57,77,0,4.56,GF,1694724410
506,puerto carreno,6.189,-67.4859,32.99,55,40,2.06,CO,1694724410
507,ahtari,62.554,24.0619,5.59,87,68,1.89,FI,1694724410
508,uvalde,29.3669,-99.767,36.84,34,0,2.57,US,1694724210
509,xining,36.6167,101.7667,10.1,73,6,1.45,CN,1694724411
510,oyugis,-0.509,34.7358,18.32,81,59,1.42,KE,1694724411
511,sitka,57.0531,-135.33,12.94,88,100,2.06,US,1694724411
512,moravsky krumlov,49.0489,16.3117,16.94,82,75,2.06,CZ,1694724411
513,altay,47.8667,88.1167,7.74,65,6,1.89,CN,1694724412
514,deqen,29.9618,90.7188,8.25,51,0,1.02,CN,1694724412
515,daru,-9.0763,143.2092,24.24,66,100,8.01,PG,1694724412
516,tromso,69.6496,18.957,6.32,87,40,2.57,NO,1694724412
517,cidreira,-30.1811,-50.2056,13.68,70,18,6.42,BR,1694724412
518,zambezi,-13.5432,23.1047,21.53,32,0,2.6,ZM,1694724413
519,puerto baquerizo moreno,-0.9,-89.6,27.55,65,75,6.69,EC,1694724413
520,sainte-marie,-20.8968,55.5496,21.07,78,20,4.12,RE,1694724413
521,tofol,5.3248,163.0078,28.83,71,94,3.92,FM,1694724413
522,kawalu,-7.3817,108.2082,19.03,93,58,0.63,ID,1694724414
523,shenjiamen,29.9576,122.298,24.6,87,88,1.48,CN,1694724414
524,pirapemas,-3.7267,-44.2233,31.23,49,71,2.68,BR,1694724414
525,vila velha,-20.3297,-40.2925,26.97,81,0,8.75,BR,1694724414
526,sinop,41.7711,34.8709,12.99,54,0,3.48,TR,1694724414
527,chul'man,56.8479,124.9104,-0.66,98,94,1.87,RU,1694724415
528,loei,17.4167,101.5,18.74,99,100,1.25,TH,1694724415
529,dhing,26.4667,92.4667,26.36,92,37,2.86,IN,1694724415
530,ormara,25.2088,64.6357,26.21,86,95,3.06,PK,1694724415
531,olyokminsk,60.3736,120.4264,5.75,84,98,4.4,RU,1694724415
532,reggane,26.7158,0.1714,36.11,12,10,4.98,DZ,1694724416
533,anori,-3.7728,-61.6442,38.76,19,8,1.31,BR,1694724416
534,gaalkacyo,6.7697,47.4308,25.87,62,89,8.87,SO,1694724416
535,aswan,24.0934,32.907,31.61,25,0,5.14,EG,1694724416
536,haisyn,48.8114,29.3898,20.61,89,99,6.95,UA,1694724417
537,malpica,43.3228,-8.8105,23.09,79,1,1.63,ES,1694724417
538,nikolayevsk-on-amure,53.1406,140.73,8.85,75,46,1.41,RU,1694724417
539,felege neway,6.3,36.8833,18.81,81,99,0.43,ET,1694724417
540,vernon,50.2581,-119.2691,26.53,33,81,1.54,CA,1694724174
541,tagta,41.6504,59.9164,18.97,39,0,5.14,TM,1694724418
542,kyzylorda,44.8528,65.5092,12.01,47,0,4.0,KZ,1694724418
543,maryborough,-25.5333,152.7,15.45,69,7,2.64,AU,1694724418
544,narvik,68.4384,17.4272,6.0,93,42,1.26,NO,1694724418
545,al ghayzah,16.2079,52.176,27.34,87,90,3.06,YE,1694724419
546,okha,53.5739,142.9478,9.85,78,8,3.33,RU,1694724419
547,vyyezdnoye,55.3815,43.7864,13.79,62,57,2.13,RU,1694724419
548,tuy hoa,13.0833,109.3,25.89,78,81,3.64,VN,1694724419
549,mongo,12.1844,18.693,25.05,85,100,2.3,TD,1694724420
550,martapura,-3.4167,114.85,25.05,100,100,1.54,ID,1694724420
551,mendefera,14.8872,38.8153,17.93,76,4,0.19,ER,1694724420
552,canutama,-6.5339,-64.3831,39.39,19,26,1.94,BR,1694724420
553,carlsbad,33.1581,-117.3506,29.36,67,0,3.13,US,1694724102
554,beau vallon,-20.4189,57.6953,22.13,73,20,1.54,MU,1694724421
555,nemuro,43.3236,145.575,15.49,93,98,7.31,JP,1694724421
556,tumut,-35.3,148.2167,13.17,73,100,1.0,AU,1694724421
557,trzebiatow,54.0615,15.2648,15.58,86,78,1.12,PL,1694724421
558,lorengau,-2.0226,147.2712,26.96,83,53,5.95,PG,1694724422
559,dzhalagash,45.0833,64.6667,14.26,49,0,4.57,KZ,1694724422
560,staszow,50.5631,21.1659,17.75,81,91,2.93,PL,1694724422
561,mantua,45.1667,10.7833,22.58,84,100,0.45,IT,1694724422
562,kilkenny,52.6542,-7.2522,12.88,95,100,2.44,IE,1694724399
563,aioun,16.6614,-9.6149,37.09,30,74,4.01,MR,1694724423
564,lodja,-3.4833,23.4333,19.95,94,83,0.88,CD,1694724423
565,hoemul-li,41.4339,129.67,16.95,85,23,1.04,KP,1694724423
